user_id,month,year,query_counts,last_active_date,query_types,num_docs_total,avg_feedback_score,engagement_level
001f04ed53bd5bc8aeaf7c099f7308a5,5.0,2024.0,12,2024-05-28,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",97,4.3,Avg
004c8681bd00ff1407736ab1549c24f6,4.0,2024.0,4,2024-04-09,"[""ASSISTANT"", ""VAULT""]",19,4.5,Low
004c8681bd00ff1407736ab1549c24f6,5.0,2024.0,2,2024-05-22,"[""ASSISTANT"", ""VAULT""]",28,3.5,Low
004d2cd03ef8d602f1d6394c6b70b539,5.0,2024.0,1,2024-05-28,"[""ASSISTANT""]",1,5.0,Low
004d2cd03ef8d602f1d6394c6b70b539,6.0,2024.0,1,2024-06-18,"[""ASSISTANT""]",2,5.0,Low
0072941fee80e31dae2d79d92f1a0f6a,4.0,2024.0,2,2024-04-24,"[""ASSISTANT"", ""WORKFLOW""]",2,3.5,Low
0072941fee80e31dae2d79d92f1a0f6a,5.0,2024.0,1,2024-05-29,"[""VAULT""]",8,3.0,Low
008621d221d989bdf746ca77fb58a854,5.0,2024.0,1,2024-05-22,"[""ASSISTANT""]",1,5.0,Low
00938322ea3b4bf0fbac16ea5c7b47b7,6.0,2024.0,3,2024-06-18,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",6,4.0,Low
00d194e9dc94e2d540a70854c9510507,5.0,2024.0,6,2024-05-24,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",47,4.5,Low
00d194e9dc94e2d540a70854c9510507,6.0,2024.0,3,2024-06-13,"[""VAULT""]",60,4.7,Low
00daf924b84ecd9afd6fbe47da0ee0a1,5.0,2024.0,5,2024-05-29,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",32,4.8,Low
00daf924b84ecd9afd6fbe47da0ee0a1,6.0,2024.0,1,2024-06-18,"[""ASSISTANT""]",1,3.0,Low
00eff198ec916bf4e2fc96572c621f6a,5.0,2024.0,1,2024-05-15,"[""ASSISTANT""]",1,5.0,Low
00eff198ec916bf4e2fc96572c621f6a,6.0,2024.0,1,2024-06-03,"[""ASSISTANT""]",1,4.0,Low
0138bcab5eca616fd13ef7ad16b1b636,5.0,2024.0,11,2024-05-31,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",73,4.1,Avg
0138bcab5eca616fd13ef7ad16b1b636,6.0,2024.0,1,2024-06-20,"[""VAULT""]",42,5.0,Low
015ef0fe7fabaa9fc584474f02a49183,4.0,2024.0,2,2024-04-16,"[""VAULT"", ""WORKFLOW""]",51,5.0,Low
015ef0fe7fabaa9fc584474f02a49183,6.0,2024.0,1,2024-06-11,"[""VAULT""]",27,4.0,Low
015fb7518496340686eae0d5562eeaa1,5.0,2024.0,2,2024-05-26,"[""VAULT"", ""WORKFLOW""]",2,4.0,Low
015fb7518496340686eae0d5562eeaa1,6.0,2024.0,3,2024-06-03,"[""ASSISTANT"", ""VAULT""]",11,3.3,Avg
017324238df99c347669a69bf560e2e3,4.0,2024.0,1,2024-04-05,"[""VAULT""]",11,5.0,Avg
017324238df99c347669a69bf560e2e3,6.0,2024.0,1,2024-06-21,"[""VAULT""]",27,3.0,Low
0197706671646358f53846efffc8f533,6.0,2024.0,6,2024-06-11,"[""ASSISTANT""]",10,4.7,Avg
019b5bd90503290c4c729d3cf3d231d4,5.0,2024.0,1,2024-05-22,"[""WORKFLOW""]",1,4.0,Low
019b5bd90503290c4c729d3cf3d231d4,6.0,2024.0,1,2024-06-18,"[""VAULT""]",33,5.0,Low
01b5b7082befc1220a27175e467802ce,4.0,2024.0,2,2024-04-16,"[""ASSISTANT""]",3,4.5,Low
01b5b7082befc1220a27175e467802ce,5.0,2024.0,2,2024-05-29,"[""VAULT""]",64,3.5,Low
01b5b7082befc1220a27175e467802ce,6.0,2024.0,4,2024-06-05,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",31,4.3,Low
01c7c2f820caf23ffcaa39052e1f5472,4.0,2024.0,1,2024-04-16,"[""WORKFLOW""]",3,5.0,Low
02101b80613a834a9bb6f83ff8e27e85,5.0,2024.0,1,2024-05-09,"[""ASSISTANT""]",1,5.0,Low
02101b80613a834a9bb6f83ff8e27e85,6.0,2024.0,3,2024-06-09,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",31,4.7,Low
0234c1ea9f998f64230b86ccaca1123e,6.0,2024.0,3,2024-06-20,"[""VAULT""]",71,4.0,Low
0257770c57a6e5d28a344838140a5b1c,4.0,2024.0,10,2024-04-29,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",33,2.9,Avg
0257770c57a6e5d28a344838140a5b1c,6.0,2024.0,1,2024-06-11,"[""VAULT""]",2,5.0,Low
025c2964c40a2fd0b0cc3655696208e5,6.0,2024.0,2,2024-06-10,"[""VAULT"", ""WORKFLOW""]",19,3.5,Low
0291d66d38443f5280c0953fb03525d9,4.0,2024.0,12,2024-04-29,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",47,3.4,Avg
0291d66d38443f5280c0953fb03525d9,5.0,2024.0,18,2024-05-31,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",125,3.9,High
0291d66d38443f5280c0953fb03525d9,6.0,2024.0,2,2024-06-17,"[""ASSISTANT"", ""WORKFLOW""]",2,4.0,Low
02af0c53b622a23f9d8b0ec936986195,5.0,2024.0,1,2024-05-28,"[""ASSISTANT""]",1,4.0,Low
02af0c53b622a23f9d8b0ec936986195,6.0,2024.0,1,2024-06-02,"[""ASSISTANT""]",6,5.0,Low
02b9d12797a3b4f9b3237022c4e1ffb4,4.0,2024.0,1,2024-04-08,"[""VAULT""]",19,4.0,Low
02b9d12797a3b4f9b3237022c4e1ffb4,6.0,2024.0,2,2024-06-19,"[""ASSISTANT"", ""VAULT""]",14,2.5,Avg
02c45b0c1d2089616d30171b2ce4bf00,4.0,2024.0,3,2024-04-23,"[""ASSISTANT"", ""VAULT""]",38,4.3,Low
02c45b0c1d2089616d30171b2ce4bf00,6.0,2024.0,2,2024-06-13,"[""ASSISTANT"", ""WORKFLOW""]",2,4.5,Low
02d6cc303fb9ee8a521330080b45b19d,4.0,2024.0,5,2024-04-30,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",9,4.4,Low
02d6cc303fb9ee8a521330080b45b19d,5.0,2024.0,1,2024-05-02,"[""WORKFLOW""]",1,5.0,Low
02e0a41e91bff5ad8478ce20813457b5,4.0,2024.0,1,2024-04-08,"[""WORKFLOW""]",1,5.0,Low
02ed9ca7d853d72ec4cd48332eb945c9,4.0,2024.0,9,2024-04-23,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",114,4.4,High
02ed9ca7d853d72ec4cd48332eb945c9,5.0,2024.0,3,2024-05-02,"[""ASSISTANT"", ""WORKFLOW""]",3,4.7,Low
02ed9ca7d853d72ec4cd48332eb945c9,6.0,2024.0,7,2024-06-24,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",112,3.6,High
0311c5ec3801458ebe98d6111295c1b7,5.0,2024.0,1,2024-05-30,"[""ASSISTANT""]",1,4.0,Low
03234b3c5c8192f0c485d1623a7580a0,4.0,2024.0,1,2024-04-16,"[""WORKFLOW""]",1,2.0,Low
03234b3c5c8192f0c485d1623a7580a0,6.0,2024.0,1,2024-06-10,"[""WORKFLOW""]",7,4.0,Low
0342cbbf36b79e7106df6f757de4dfa5,4.0,2024.0,1,2024-04-24,"[""WORKFLOW""]",1,5.0,Low
0355280616bbc1b24d76cecfdb35657e,6.0,2024.0,1,2024-06-24,"[""VAULT""]",19,3.0,Low
0356f4f2f44f86727ea2ee44b6183bfb,5.0,2024.0,2,2024-05-08,"[""ASSISTANT"", ""WORKFLOW""]",28,3.0,Low
0356f4f2f44f86727ea2ee44b6183bfb,6.0,2024.0,1,2024-06-11,"[""VAULT""]",2,5.0,Low
035dc33a4e7362fa02d4d750d303b24c,4.0,2024.0,3,2024-04-19,"[""ASSISTANT"", ""VAULT""]",79,3.3,Low
035dc33a4e7362fa02d4d750d303b24c,5.0,2024.0,4,2024-05-07,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",50,4.0,Low
036da06aa3a076432212483432a8ab80,4.0,2024.0,8,2024-04-25,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",49,4.0,Low
036da06aa3a076432212483432a8ab80,6.0,2024.0,2,2024-06-18,"[""ASSISTANT"", ""WORKFLOW""]",2,4.5,Low
03765d8eb312b0a95c66e6bf2eff25af,6.0,2024.0,4,2024-06-24,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",68,4.5,Low
037b5c698c30e06cd434497ddcc1f68c,5.0,2024.0,1,2024-05-22,"[""VAULT""]",8,3.0,Low
037d2a41320908ff570519095bf3864d,5.0,2024.0,2,2024-05-15,"[""VAULT""]",52,3.5,Low
03a49fa3ef52472f3c2e1be8c16a78b4,4.0,2024.0,1,2024-04-22,"[""VAULT""]",9,5.0,Low
03be1de1e8c558c2315383dc23c3cb40,5.0,2024.0,7,2024-05-31,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",48,3.0,Low
03be1de1e8c558c2315383dc23c3cb40,6.0,2024.0,3,2024-06-24,"[""ASSISTANT"", ""VAULT""]",19,4.7,Low
03ca0186347afa409d0b7931df81e1d7,6.0,2024.0,1,2024-06-12,"[""VAULT""]",1,3.0,Low
03ccdf4ea9b85cc6f5328f412bb6f1d3,5.0,2024.0,4,2024-05-24,"[""VAULT"", ""WORKFLOW""]",82,4.0,Low
03e3ab7bea404aa4d5945642b4d5423f,4.0,2024.0,2,2024-04-11,"[""ASSISTANT"", ""VAULT""]",49,4.5,Low
03e9b057ef082e513cce1e8dc8a9aa7e,5.0,2024.0,3,2024-05-20,"[""VAULT""]",102,3.7,High
03ef17b7c69ebaefe980d999db018883,4.0,2024.0,1,2024-04-09,"[""WORKFLOW""]",1,5.0,Low
03ef17b7c69ebaefe980d999db018883,5.0,2024.0,3,2024-05-21,"[""ASSISTANT"", ""WORKFLOW""]",3,4.3,Low
03ef17b7c69ebaefe980d999db018883,6.0,2024.0,8,2024-06-17,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",37,3.4,Low
03fea64600970f27bf2366654ea0e11c,4.0,2024.0,1,2024-04-16,"[""VAULT""]",32,4.0,Low
03fea64600970f27bf2366654ea0e11c,5.0,2024.0,2,2024-05-10,"[""VAULT"", ""WORKFLOW""]",32,4.5,Low
041b14a215e128bc98d1cca191eed3fa,5.0,2024.0,2,2024-05-24,"[""ASSISTANT""]",2,4.5,Low
041b14a215e128bc98d1cca191eed3fa,6.0,2024.0,15,2024-06-24,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",128,4.1,High
042d26b0c5d766dfcd2c900d45b7d681,5.0,2024.0,3,2024-05-27,"[""ASSISTANT"", ""VAULT""]",25,4.0,Low
042d26b0c5d766dfcd2c900d45b7d681,6.0,2024.0,1,2024-06-20,"[""VAULT""]",10,3.0,Avg
04343aab62a4cd9c1789cde009dfc23d,4.0,2024.0,1,2024-04-09,"[""VAULT""]",9,3.0,Low
046b7017b9e3719bbbbffd171fcaaada,5.0,2024.0,1,2024-05-30,"[""ASSISTANT""]",3,4.0,Low
046b7017b9e3719bbbbffd171fcaaada,6.0,2024.0,1,2024-06-16,"[""ASSISTANT""]",1,5.0,Low
04bf4e9fb443c6299fb00417d6a56b08,4.0,2024.0,1,2024-04-23,"[""VAULT""]",3,5.0,Low
04bf4e9fb443c6299fb00417d6a56b08,5.0,2024.0,3,2024-05-26,"[""ASSISTANT"", ""WORKFLOW""]",3,4.3,Low
04bf4e9fb443c6299fb00417d6a56b08,6.0,2024.0,2,2024-06-12,"[""ASSISTANT""]",2,4.5,Low
04cb1f9dd727ffff1e23625392f5995d,6.0,2024.0,1,2024-06-06,"[""WORKFLOW""]",1,2.0,Low
04e2190bd00d87efb27a0222d25abded,4.0,2024.0,5,2024-04-28,"[""ASSISTANT"", ""VAULT""]",58,4.4,Low
04e2190bd00d87efb27a0222d25abded,5.0,2024.0,4,2024-05-24,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",24,4.8,Low
04e2190bd00d87efb27a0222d25abded,6.0,2024.0,4,2024-06-11,"[""WORKFLOW""]",4,4.0,Low
0523d4fcbe429b3e6eaa4054860bdd35,4.0,2024.0,2,2024-04-19,"[""ASSISTANT"", ""VAULT""]",35,4.5,Low
0523d4fcbe429b3e6eaa4054860bdd35,5.0,2024.0,9,2024-05-30,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",88,3.9,Low
0523d4fcbe429b3e6eaa4054860bdd35,6.0,2024.0,12,2024-06-20,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",118,3.6,High
05314f0dd085c7466f6a4c40ab87d14d,4.0,2024.0,2,2024-04-08,"[""VAULT""]",43,4.5,Low
055c89d63197910db0e9452427be3480,5.0,2024.0,1,2024-05-28,"[""WORKFLOW""]",1,4.0,Low
05716a54b0a9607f1460e8912c5c72e3,5.0,2024.0,11,2024-05-30,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",96,4.3,Avg
057784fe97bdcc8af01c8efd563b981a,6.0,2024.0,2,2024-06-11,"[""ASSISTANT""]",3,4.5,Low
058b50a9d00a15dd7c7746f907fc7457,6.0,2024.0,1,2024-06-11,"[""VAULT""]",29,4.0,Low
0595fc771dcd4f154303c110235a97fa,4.0,2024.0,5,2024-04-10,"[""ASSISTANT""]",5,4.0,Low
0595fc771dcd4f154303c110235a97fa,6.0,2024.0,4,2024-06-11,"[""ASSISTANT"", ""VAULT""]",23,4.5,Low
05d99ef057ce076994c9c6ed8d1c1300,5.0,2024.0,1,2024-05-23,"[""ASSISTANT""]",1,5.0,Low
05e0cf48a1d4747f7048bba38c0e1ead,6.0,2024.0,3,2024-06-24,"[""VAULT"", ""WORKFLOW""]",56,4.7,Low
05f3774c81078d048dbccba0bf69fa84,5.0,2024.0,2,2024-05-16,"[""ASSISTANT"", ""VAULT""]",31,4.5,Low
05f3774c81078d048dbccba0bf69fa84,6.0,2024.0,2,2024-06-19,"[""VAULT"", ""WORKFLOW""]",52,5.0,Low
05fcb11c8bed581db969fc30f58ecd15,4.0,2024.0,1,2024-04-19,"[""WORKFLOW""]",2,5.0,Low
0618161276f42f4fba750de38e172458,4.0,2024.0,4,2024-04-24,"[""ASSISTANT"", ""VAULT""]",9,3.3,Low
0618161276f42f4fba750de38e172458,6.0,2024.0,1,2024-06-07,"[""ASSISTANT""]",5,5.0,Low
06493630ce61eafcb782dca5c01875cf,6.0,2024.0,3,2024-06-20,"[""VAULT""]",34,4.0,Low
06689a4bf844826f83b7df8d0803cfc4,5.0,2024.0,2,2024-05-23,"[""VAULT""]",90,3.0,Low
06689a4bf844826f83b7df8d0803cfc4,6.0,2024.0,7,2024-06-13,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",77,3.9,Low
067883d4126bf2c17951644f17989bc8,5.0,2024.0,1,2024-05-31,"[""ASSISTANT""]",1,3.0,Low
067883d4126bf2c17951644f17989bc8,6.0,2024.0,4,2024-06-17,"[""ASSISTANT"", ""VAULT""]",91,4.8,Low
067b977b198d03e3c3569467243e468b,5.0,2024.0,1,2024-05-09,"[""ASSISTANT""]",1,4.0,Low
068ff6416ec222ee6b82c87530fe5373,4.0,2024.0,2,2024-04-30,"[""VAULT"", ""WORKFLOW""]",32,4.5,Low
06971bdbfe722e954ed2f754373294c2,6.0,2024.0,1,2024-06-03,"[""ASSISTANT""]",1,5.0,Low
06b596fb110171712ce9e42ff5d057ca,4.0,2024.0,88,2024-04-30,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",812,4.0,High
06b596fb110171712ce9e42ff5d057ca,5.0,2024.0,14,2024-05-08,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",69,3.9,Avg
06bfdf4be0766f53682f27b384b26cf2,6.0,2024.0,6,2024-06-18,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",67,4.0,Low
06d92611a1425d960b24fd8abd24b343,4.0,2024.0,2,2024-04-16,"[""WORKFLOW""]",2,4.5,Low
06d92611a1425d960b24fd8abd24b343,6.0,2024.0,5,2024-06-25,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",92,4.4,Low
06ddc57177f32850696230e09dbb862a,6.0,2024.0,1,2024-06-24,"[""WORKFLOW""]",1,5.0,Low
071cfb3ace5c6a9d9a1bbc6b0063cc56,4.0,2024.0,13,2024-04-30,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",134,3.8,High
071cfb3ace5c6a9d9a1bbc6b0063cc56,5.0,2024.0,11,2024-05-30,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",179,4.0,High
0721aadaeaac29243e0853e27de58d74,5.0,2024.0,1,2024-05-16,"[""ASSISTANT""]",1,5.0,Low
073592d7f273286001d630a11cf01ff0,5.0,2024.0,3,2024-05-17,"[""VAULT"", ""WORKFLOW""]",3,4.3,Low
0759995789621bc22fd20b0b514c3257,6.0,2024.0,3,2024-06-24,"[""WORKFLOW""]",3,4.0,Low
0763a4eb361b1980e56185d00a47ffa2,5.0,2024.0,2,2024-05-28,"[""ASSISTANT""]",2,3.0,Low
076ad8b986e12af6b324f415979aa055,4.0,2024.0,4,2024-04-17,"[""ASSISTANT"", ""VAULT""]",31,4.8,Low
07a5d661fb3187fb305880f2e58f712b,5.0,2024.0,1,2024-05-06,"[""ASSISTANT""]",1,5.0,Low
07bbfaa70853a895ced773fce3472aab,6.0,2024.0,1,2024-06-06,"[""WORKFLOW""]",1,5.0,Low
07c0653689b462f6b62294671056b3a9,4.0,2024.0,1,2024-04-03,"[""ASSISTANT""]",1,2.0,Low
07ead14473c8fdb880580e590b32f917,6.0,2024.0,2,2024-06-19,"[""ASSISTANT"", ""VAULT""]",9,4.5,Low
0817ff9ac06681f4f9ee203679051c94,5.0,2024.0,1,2024-05-02,"[""VAULT""]",3,4.0,Low
0817ff9ac06681f4f9ee203679051c94,6.0,2024.0,1,2024-06-13,"[""ASSISTANT""]",1,4.0,Low
081ab4c3fbc6c3f608a48c22808c14f9,5.0,2024.0,1,2024-05-09,"[""ASSISTANT""]",1,4.0,Low
0827942e337f82378f3ab1a3268e844c,6.0,2024.0,3,2024-06-14,"[""WORKFLOW""]",3,4.3,Low
0835bef32b62ede156664edd66104778,5.0,2024.0,1,2024-05-08,"[""VAULT""]",17,5.0,Low
0843d78e7d5381269f010b1330575155,6.0,2024.0,3,2024-06-25,"[""ASSISTANT"", ""VAULT""]",3,4.3,Low
0869a1744593e5a4d1b4e2d538cd3051,4.0,2024.0,4,2024-04-18,"[""ASSISTANT"", ""VAULT""]",53,4.5,Low
0869a1744593e5a4d1b4e2d538cd3051,5.0,2024.0,1,2024-05-27,"[""WORKFLOW""]",1,5.0,Low
0869a1744593e5a4d1b4e2d538cd3051,6.0,2024.0,2,2024-06-19,"[""WORKFLOW""]",2,4.0,Low
0897cb62fdb0654c1cb65773a35cc221,5.0,2024.0,5,2024-05-09,"[""ASSISTANT"", ""VAULT""]",45,4.0,Low
08cde0f3175265d4d9f94d8fd20a072d,4.0,2024.0,4,2024-04-30,"[""ASSISTANT"", ""VAULT""]",75,4.0,Low
08cde0f3175265d4d9f94d8fd20a072d,6.0,2024.0,10,2024-06-13,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",64,4.3,Avg
08d6f203743aa962ac89a63f823706da,4.0,2024.0,1,2024-04-26,"[""WORKFLOW""]",1,4.0,Low
092992308032c91781e6dabf93782671,6.0,2024.0,1,2024-06-21,"[""WORKFLOW""]",1,5.0,Low
09311a25813cbc2e0d406465bcfcb4ba,6.0,2024.0,4,2024-06-20,"[""ASSISTANT"", ""VAULT""]",38,3.5,Low
098d418773a0f1c0a3dd539d01df44d3,6.0,2024.0,5,2024-06-13,"[""ASSISTANT"", ""VAULT""]",83,4.0,Low
09a41569e1deb8d004b8de56ee5d33dc,5.0,2024.0,1,2024-05-22,"[""ASSISTANT""]",1,5.0,Low
09c81fcb02b93c8c387a06cc8cacfcf5,5.0,2024.0,8,2024-05-30,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",47,4.5,Low
09c81fcb02b93c8c387a06cc8cacfcf5,6.0,2024.0,1,2024-06-03,"[""ASSISTANT""]",1,4.0,Low
09d46a1f8206d13b6adbcc83e2cf21a2,4.0,2024.0,1,2024-04-23,"[""ASSISTANT""]",1,4.0,Low
09d46a1f8206d13b6adbcc83e2cf21a2,5.0,2024.0,5,2024-05-20,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",24,2.8,Low
09e93e38e3f08699e1dbd875d4409e80,6.0,2024.0,4,2024-06-25,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",39,3.5,Low
09f53ebe9542603e2d8fc5005b345725,6.0,2024.0,3,2024-06-23,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",4,4.0,Low
0a0411321a5b5a3a3a5a886bc0d38289,5.0,2024.0,1,2024-05-21,"[""WORKFLOW""]",3,4.0,Low
0a2dbd20445dfd66d4b1c20731a7528a,4.0,2024.0,1,2024-04-02,"[""ASSISTANT""]",1,5.0,Low
0a2dbd20445dfd66d4b1c20731a7528a,6.0,2024.0,1,2024-06-11,"[""ASSISTANT""]",1,4.0,Low
0a399731e707f956d162ff74e7f3ecca,4.0,2024.0,5,2024-04-26,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",53,4.6,Low
0a399731e707f956d162ff74e7f3ecca,5.0,2024.0,4,2024-05-08,"[""ASSISTANT"", ""VAULT""]",33,4.0,Low
0a399731e707f956d162ff74e7f3ecca,6.0,2024.0,1,2024-06-10,"[""ASSISTANT""]",2,5.0,Low
0a3ea5b9a4ea223e0d150029f4e0c6a1,5.0,2024.0,4,2024-05-21,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",31,4.5,Low
0a3ea5b9a4ea223e0d150029f4e0c6a1,6.0,2024.0,1,2024-06-20,"[""ASSISTANT""]",1,4.0,Low
0a585c7e7285cd30467cee54a63a6347,4.0,2024.0,14,2024-04-04,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",65,3.9,Avg
0a6a72e5eb4bf6653ba868e16f21af5a,6.0,2024.0,1,2024-06-20,"[""VAULT""]",45,5.0,Low
0a6ac32290ca2e1497d9ffdef2960869,6.0,2024.0,4,2024-06-14,"[""ASSISTANT"", ""VAULT"", ""WORKFLOW""]",25,3.8,Low
